p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
EPA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2561	0.0467	1.0649	0.0064	1.0641	0.0063
EPA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.1001	0.0504	1.0207	0.0062	0.1269	0.005
EPA_CHARGE	INS_ukb-b-3957	NA	NA	NA	NA	0.0517	0.0017	1.0459	0.0085	0.0017	0.0048
EPA_CHARGE	LA_CHARGE	NA	NA	NA	NA	0.0474	0.0456	1.0057	0.006	-0.26	0.0041
EPA_CHARGE	LA_pct_UKB	NA	NA	NA	NA	0.0972	0.006	1.0236	0.0078	-0.003	0.0047
EPA_CHARGE	LA_UKB	NA	NA	NA	NA	0.0665	0.0067	1.0197	0.0083	-0.0017	0.0046
EPA_CHARGE	MDD_22472876	NA	NA	NA	NA	0.1574	0.0301	1.0168	0.0088	-0.0145	0.0059
EPA_CHARGE	MDD_30718901	NA	NA	NA	NA	0.0504	0.0018	1.0191	0.009	-0.0086	0.0056
EPA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	NA	NA	NA	NA	0.0057	0.0012	0.9957	0.0064	-0.0061	0.0042
EPA_CHARGE	OCD_28761083	NA	NA	NA	NA	0.3136	0.0474	0.9929	0.0067	0.001	0.0045
EPA_CHARGE	Omega_3_pct_UKB	NA	NA	NA	NA	0.0745	0.0055	1.0192	0.0078	0.0075	0.0043
EPA_CHARGE	Omega_3_UKB	NA	NA	NA	NA	0.068	0.0057	1.0345	0.0086	0.0063	0.0044
EPA_CHARGE	Omega_6_by_Omega_3_UKB	NA	NA	NA	NA	0.0657	0.0054	1.024	0.0079	-0.0081	0.0044
EPA_CHARGE	Omega_6_pct_UKB	NA	NA	NA	NA	0.0936	0.0069	1.0345	0.0091	-0.0021	0.0048
EPA_CHARGE	Omega_6_UKB	NA	NA	NA	NA	0.0659	0.007	1.0252	0.0088	-0.001	0.0046
EPA_CHARGE	PD_ieu-b-7	NA	NA	NA	NA	0.0127	0.0012	0.9873	0.0059	-0.0017	0.0042
EPA_CHARGE	PTSD_31594949	NA	NA	NA	NA	0.0175	0.0029	1.02	0.0065	-0.0353	0.0044
EPA_CHARGE	PUFA_pct_UKB	NA	NA	NA	NA	0.11	0.0071	1.0302	0.0091	0.0024	0.0048
EPA_CHARGE	PUFA_UKB	NA	NA	NA	NA	0.0673	0.0069	1.0333	0.0092	0.0016	0.0046
EPA_CHARGE	SCZ_21926974	NA	NA	NA	NA	0.211	0.0135	1.0348	0.0108	-0.0138	0.0066
EPA_CHARGE	SCZ_23974872	NA	NA	NA	NA	0.2489	0.0125	1.0347	0.0093	-0.0127	0.0056
EPA_CHARGE	SCZ_25056061	NA	NA	NA	NA	861.369	38.9852	1.121	0.013	-0.0126	0.0068
EPA_CHARGE	TS_30818990	NA	NA	NA	NA	0.345	0.0416	1.0165	0.0078	-0.0094	0.0044
GLA_CHARGE	AA_CHARGE	NA	NA	NA	NA	0.0477	0.0512	1.0095	0.0063	0.0907	0.0043
GLA_CHARGE	AD_30617256	NA	NA	NA	NA	0.0107	0.0013	0.9967	0.008	-0.007	0.0044
GLA_CHARGE	ADD_30336701_C	NA	NA	NA	NA	0.0778	0.0047	1.0017	0.0065	-0.006	0.0045
GLA_CHARGE	ADD_30336701_P	NA	NA	NA	NA	0.0553	0.0044	1.0064	0.0064	-0.0138	0.0047
GLA_CHARGE	ADD_30336701_T	NA	NA	NA	NA	0.084	0.0048	1.0063	0.0062	-0.008	0.0044
GLA_CHARGE	ADHD_30478444	NA	NA	NA	NA	0.2119	0.013	1.0404	0.0095	-0.0063	0.0056
GLA_CHARGE	AdrA_CHARGE	NA	NA	NA	NA	0.0749	0.0546	1.0016	0.0069	0.1995	0.0048
GLA_CHARGE	ALA_CHARGE	NA	NA	NA	NA	-0.0006	0.0579	1.0056	0.0067	0.0966	0.0044
GLA_CHARGE	AN_28494655	NA	NA	NA	NA	0.215	0.0373	1.0131	0.0084	-0.0083	0.0052
GLA_CHARGE	AN_31308545	NA	NA	NA	NA	0.1599	0.0114	1.0337	0.0108	-0.0268	0.0056
GLA_CHARGE	ANX_26754954	NA	NA	NA	NA	0.0727	0.0297	1.0021	0.0071	-0.0104	0.0052
GLA_CHARGE	ASD_28540026	NA	NA	NA	NA	0.2912	0.0323	0.9658	0.0075	-0.0033	0.0047
GLA_CHARGE	ASD_30804558	NA	NA	NA	NA	0.1844	0.0165	1.0112	0.0098	-0.0073	0.0057
GLA_CHARGE	BIP_21926972	NA	NA	NA	NA	0.4494	0.0383	1.0071	0.0099	-0.0092	0.0065
GLA_CHARGE	BIP_31043756	NA	NA	NA	NA	0.3034	0.0157	1.0347	0.0102	-0.0091	0.0056
GLA_CHARGE	BIP_34002096	NA	NA	NA	NA	0.056	0.0021	1.0584	0.01	-0.012	0.0057
GLA_CHARGE	CDG_23453885	NA	NA	NA	NA	0.1584	0.0102	1.0328	0.0098	-0.0093	0.007
GLA_CHARGE	CDG_29906448	NA	NA	NA	NA	0.2722	0.0091	1.07	0.0102	-0.0082	0.0063
GLA_CHARGE	CDG_31926635	NA	NA	NA	NA	0.067	0.0027	1.0549	0.0099	-0.0024	0.0055
GLA_CHARGE	DE_ukb-b-20045	NA	NA	NA	NA	0.0066	0.0013	1.0054	0.0082	0.0042	0.0051
GLA_CHARGE	DGLA_CHARGE	NA	NA	NA	NA	0.0047	0.0469	1.0046	0.0055	0.2351	0.0049
GLA_CHARGE	DHA_CHARGE	NA	NA	NA	NA	0.108	0.0506	0.9962	0.0064	-0.1399	0.0045
GLA_CHARGE	DHA_pct_UKB	NA	NA	NA	NA	0.0949	0.0067	1.0123	0.0081	-0.0074	0.0047
GLA_CHARGE	DHA_UKB	NA	NA	NA	NA	0.0793	0.006	1.0279	0.0086	-0.0072	0.0051
GLA_CHARGE	DPA_CHARGE	NA	NA	NA	NA	0.0721	0.0479	1.0064	0.0065	0.1294	0.0043
GLA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2561	0.0468	1.0646	0.0064	0.1269	0.005
GLA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.101	0.0503	1.021	0.0062	1.0206	0.0062
GLA_CHARGE	INS_ukb-b-3957	NA	NA	NA	NA	0.0518	0.0017	1.0451	0.0085	0.0026	0.0051
GLA_CHARGE	LA_CHARGE	NA	NA	NA	NA	0.0497	0.0456	1.0052	0.006	-0.2545	0.0045
GLA_CHARGE	LA_pct_UKB	NA	NA	NA	NA	0.0972	0.0059	1.0235	0.0079	-0.0029	0.005
GLA_CHARGE	LA_UKB	NA	NA	NA	NA	0.0667	0.0066	1.0194	0.0083	-0.0037	0.0044
GLA_CHARGE	MDD_22472876	NA	NA	NA	NA	0.1578	0.0298	1.0165	0.0086	-0.0104	0.0059
GLA_CHARGE	MDD_30718901	NA	NA	NA	NA	0.0504	0.0018	1.0188	0.0089	-0.0059	0.0052
GLA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	NA	NA	NA	NA	0.0056	0.0013	0.9963	0.0066	-0.0034	0.0044
GLA_CHARGE	OCD_28761083	NA	NA	NA	NA	0.3124	0.0472	0.9932	0.0066	-0.0071	0.0048
GLA_CHARGE	Omega_3_pct_UKB	NA	NA	NA	NA	0.0745	0.0055	1.0193	0.0075	-0.0083	0.0048
GLA_CHARGE	Omega_3_UKB	NA	NA	NA	NA	0.0681	0.0057	1.0344	0.0086	-0.0049	0.0049
GLA_CHARGE	Omega_6_by_Omega_3_UKB	NA	NA	NA	NA	0.0657	0.0054	1.024	0.0078	0.0068	0.0049
GLA_CHARGE	Omega_6_pct_UKB	NA	NA	NA	NA	0.0936	0.0069	1.0344	0.0093	-0.0027	0.0046
GLA_CHARGE	Omega_6_UKB	NA	NA	NA	NA	0.066	0.0069	1.025	0.0087	-0.0026	0.0043
GLA_CHARGE	PD_ieu-b-7	NA	NA	NA	NA	0.0126	0.0012	0.9883	0.006	-0.0092	0.0043
GLA_CHARGE	PTSD_31594949	NA	NA	NA	NA	0.0174	0.0029	1.02	0.0066	-0.0308	0.0046
GLA_CHARGE	PUFA_pct_UKB	NA	NA	NA	NA	0.1103	0.007	1.0298	0.009	-0.0049	0.0044
GLA_CHARGE	PUFA_UKB	NA	NA	NA	NA	0.0675	0.007	1.033	0.0092	-0.0031	0.0045
GLA_CHARGE	SCZ_21926974	NA	NA	NA	NA	0.2106	0.0136	1.0353	0.0108	-0.0217	0.0069
GLA_CHARGE	SCZ_23974872	NA	NA	NA	NA	0.2488	0.0119	1.0348	0.0092	-0.0164	0.0059
GLA_CHARGE	SCZ_25056061	NA	NA	NA	NA	861.0886	38.9263	1.1209	0.013	-0.018	0.0069
GLA_CHARGE	TS_30818990	NA	NA	NA	NA	0.346	0.0419	1.0162	0.008	-0.0073	0.0048
INS_ukb-b-3957	AA_CHARGE	-0.0845	0.1349	-0.6263	0.5311	0.0459	0.0515	1.01	0.0064	0.0043	0.0049
INS_ukb-b-3957	AD_30617256	0.1484	0.0448	3.3141	0.0009	0.011	0.0013	0.9975	0.008	0.0156	0.0051
INS_ukb-b-3957	ADD_30336701_C	-0.0254	0.0317	-0.801	0.4231	0.0768	0.0049	1.0035	0.0067	0.0046	0.0053
INS_ukb-b-3957	ADD_30336701_P	0.1379	0.0349	3.9545	7.67E-05	0.0549	0.0047	1.0063	0.0064	0.0382	0.005
INS_ukb-b-3957	ADD_30336701_T	0.0059	0.0302	0.1968	0.844	0.083	0.0051	1.0075	0.0067	0.0153	0.0051
INS_ukb-b-3957	ADHD_30478444	0.3152	0.0328	9.6102	7.24E-22	0.2105	0.013	1.0411	0.0095	0.0064	0.0064
INS_ukb-b-3957	AdrA_CHARGE	-0.0296	0.1057	-0.2798	0.7796	0.0802	0.0547	1.0009	0.0068	-0.0014	0.0052
INS_ukb-b-3957	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INS_ukb-b-3957	AN_28494655	-0.015	0.048	-0.3115	0.7554	0.2096	0.0353	1.014	0.0075	0.0016	0.0053
INS_ukb-b-3957	AN_31308545	0.0687	0.0376	1.8266	0.0678	0.1578	0.0112	1.0342	0.0108	0.001	0.0089
INS_ukb-b-3957	ANX_26754954	0.412	0.1185	3.4763	0.0005	0.0727	0.0306	1.0023	0.0075	0.0065	0.0066
INS_ukb-b-3957	ASD_28540026	-0.0322	0.0465	-0.6922	0.4888	0.2826	0.0323	0.9677	0.0075	-0.0102	0.0053
INS_ukb-b-3957	ASD_30804558	0.0696	0.0424	1.6409	0.1008	0.1813	0.0151	1.0132	0.0091	-0.0072	0.0073
INS_ukb-b-3957	BIP_21926972	-0.0179	0.0454	-0.394	0.6936	0.4463	0.0386	1.0078	0.0099	-8.20E-05	0.0082
INS_ukb-b-3957	BIP_31043756	0.004	0.0334	0.1207	0.904	0.3041	0.0146	1.0349	0.0093	-0.0004	0.0073
INS_ukb-b-3957	BIP_34002096	0.0784	0.0273	2.8691	0.0041	0.0561	0.0023	1.0591	0.0104	-0.0023	0.0068
INS_ukb-b-3957	CDG_23453885	0.0791	0.0409	1.936	0.0529	0.1602	0.0115	1.0311	0.0106	0.0037	0.008
INS_ukb-b-3957	CDG_29906448	-0.0015	0.0266	-0.056	0.9554	0.2723	0.0096	1.0716	0.0101	0.0022	0.0074
INS_ukb-b-3957	CDG_31926635	0.3227	0.03	10.7616	5.23E-27	0.0663	0.0026	1.057	0.0095	0.0441	0.0081
INS_ukb-b-3957	DE_ukb-b-20045	0.5474	0.066	8.2996	1.04E-16	0.0063	0.0012	1.0071	0.0077	0.0464	0.0063
INS_ukb-b-3957	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INS_ukb-b-3957	DHA_CHARGE	0.0101	0.0876	0.1147	0.9087	0.1111	0.0515	0.9958	0.0065	-0.0013	0.0047
INS_ukb-b-3957	DHA_pct_UKB	-0.162	0.0313	-5.1712	2.33E-07	0.0939	0.0066	1.0142	0.0082	-0.0226	0.0057
INS_ukb-b-3957	DHA_UKB	-0.0771	0.0346	-2.2302	0.0257	0.0792	0.0059	1.0292	0.0085	-0.0041	0.0055
INS_ukb-b-3957	DPA_CHARGE	-0.1991	0.1395	-1.4271	0.1536	0.0675	0.047	1.0067	0.0065	0.0077	0.0048
INS_ukb-b-3957	EPA_CHARGE	NA	NA	NA	NA	-0.248	0.0473	1.0624	0.0065	0.0017	0.0048
INS_ukb-b-3957	GLA_CHARGE	NA	NA	NA	NA	-0.0955	0.0501	1.0199	0.0062	0.0026	0.0051
INS_ukb-b-3957	INS_ukb-b-3957	1	8.72E-07	1.15E+06	0	0.0517	0.0017	1.0467	0.008	1.0467	0.008
INS_ukb-b-3957	LA_CHARGE	-0.118	0.1526	-0.7734	0.4393	0.0518	0.0469	1.0053	0.006	-0.0034	0.0053
INS_ukb-b-3957	LA_pct_UKB	-0.2193	0.0295	-7.4413	9.97E-14	0.0969	0.0058	1.0279	0.0077	-0.0529	0.0053
INS_ukb-b-3957	LA_UKB	0.0021	0.0361	0.0574	0.9542	0.0668	0.0066	1.0219	0.0085	0.0005	0.0055
INS_ukb-b-3957	MDD_22472876	0.3251	0.074	4.3925	1.12E-05	0.1572	0.0297	1.017	0.0085	0.0051	0.0075
INS_ukb-b-3957	MDD_30718901	0.4293	0.0242	17.7301	2.46E-70	0.0493	0.0017	1.0235	0.0092	0.1132	0.0068
INS_ukb-b-3957	MooD_ukb-d-KRA_PSY_MOOD	0.1567	0.0664	2.3613	0.0182	0.0058	0.0013	0.9947	0.0065	0.0105	0.0051
INS_ukb-b-3957	OCD_28761083	-0.0982	0.0571	-1.7188	0.0856	0.307	0.0489	0.9941	0.0069	0.0048	0.0059
INS_ukb-b-3957	Omega_3_pct_UKB	-0.0683	0.0358	-1.9055	0.0567	0.0734	0.0055	1.0225	0.0075	0.0012	0.0053
INS_ukb-b-3957	Omega_3_UKB	0.0225	0.0377	0.5971	0.5504	0.0689	0.0056	1.0356	0.0084	0.0174	0.0054
INS_ukb-b-3957	Omega_6_by_Omega_3_UKB	0.0012	0.0376	0.0313	0.975	0.0654	0.0052	1.0268	0.0078	-0.0157	0.0051
INS_ukb-b-3957	Omega_6_pct_UKB	-0.203	0.0298	-6.8216	9.00E-12	0.0937	0.0066	1.0369	0.0089	-0.0553	0.0057
INS_ukb-b-3957	Omega_6_UKB	0.0465	0.0339	1.3711	0.1704	0.0666	0.0068	1.0266	0.009	0.0096	0.0055
INS_ukb-b-3957	PD_ieu-b-7	-0.0222	0.0348	-0.6394	0.5225	0.0127	0.0012	0.9881	0.0061	-0.0006	0.0045
INS_ukb-b-3957	PTSD_31594949	0.4209	0.0619	6.8031	1.02E-11	0.0163	0.0029	1.0226	0.0065	0.0311	0.0059
INS_ukb-b-3957	PUFA_pct_UKB	-0.2159	0.0279	-7.746	9.48E-15	0.11	0.0066	1.0323	0.009	-0.0512	0.006
INS_ukb-b-3957	PUFA_UKB	0.0439	0.0341	1.2868	0.1982	0.0685	0.0068	1.0341	0.0091	0.0131	0.0057
INS_ukb-b-3957	SCZ_21926974	-0.0292	0.0399	-0.7331	0.4635	0.2144	0.0128	1.0324	0.0107	0.0065	0.0087
INS_ukb-b-3957	SCZ_23974872	-0.013	0.0322	-0.4038	0.6863	0.2519	0.0128	1.0332	0.0091	2.14E-05	0.0072
INS_ukb-b-3957	SCZ_25056061	-0.0191	0.0326	-0.5874	0.557	857.323	38.6307	1.1216	0.0131	0.0067	0.0088
INS_ukb-b-3957	TS_30818990	0.1367	0.0453	3.0163	0.0026	0.3448	0.0413	1.0168	0.0077	0.0023	0.0064
LA_CHARGE	AA_CHARGE	-4.6329	4.1991	-1.1033	0.2699	0.0429	0.0512	1.0101	0.0064	-0.4815	0.0049
LA_CHARGE	AD_30617256	0.0613	0.2409	0.2545	0.7991	0.0107	0.0013	0.9968	0.008	0.0014	0.0044
LA_CHARGE	ADD_30336701_C	0.2158	0.2158	0.9999	0.3173	0.0777	0.0047	1.0019	0.0064	-0.0003	0.0048
LA_CHARGE	ADD_30336701_P	-0.1416	0.2024	-0.6995	0.4842	0.0553	0.0045	1.0063	0.0064	0.0061	0.0048
LA_CHARGE	ADD_30336701_T	0.1954	0.2029	0.9629	0.3356	0.0839	0.0048	1.0064	0.0062	0.0006	0.0049
LA_CHARGE	ADHD_30478444	-0.0212	0.1425	-0.1487	0.8818	0.2122	0.013	1.0401	0.0095	-0.0064	0.006
LA_CHARGE	AdrA_CHARGE	-1.114	0.4396	-2.5344	0.0113	0.0742	0.0545	1.0014	0.0069	-0.3755	0.0054
LA_CHARGE	ALA_CHARGE	NA	NA	NA	NA	-0.0015	0.0581	1.0057	0.0067	0.2202	0.0042
LA_CHARGE	AN_28494655	0.1513	0.2179	0.6942	0.4876	0.2145	0.0375	1.0133	0.0084	-0.005	0.0049
LA_CHARGE	AN_31308545	-0.147	0.1388	-1.0586	0.2898	0.16	0.0114	1.0335	0.0109	0.0012	0.0063
LA_CHARGE	ANX_26754954	-0.8334	0.4333	-1.9232	0.0544	0.0725	0.0297	1.0022	0.0071	0.0095	0.0054
LA_CHARGE	ASD_28540026	-0.0683	0.1908	-0.3578	0.7205	0.291	0.0322	0.9657	0.0074	0.0025	0.0046
LA_CHARGE	ASD_30804558	-0.1778	0.1539	-1.1556	0.2478	0.1847	0.0165	1.0109	0.0098	-0.0034	0.0053
LA_CHARGE	BIP_21926972	0.0332	0.1727	0.1922	0.8476	0.4501	0.0384	1.0069	0.0098	0.0071	0.0066
LA_CHARGE	BIP_31043756	0.0662	0.1175	0.5634	0.5731	0.3032	0.0157	1.0348	0.0102	-0.0048	0.0055
LA_CHARGE	BIP_34002096	0.0447	0.1165	0.3837	0.7012	0.056	0.0021	1.0583	0.01	-0.0007	0.0062
LA_CHARGE	CDG_23453885	-0.0764	0.1491	-0.5124	0.6084	0.1592	0.0102	1.0319	0.0098	0.0032	0.007
LA_CHARGE	CDG_29906448	0.0073	0.108	0.068	0.9458	0.2721	0.0091	1.0701	0.0102	-0.004	0.006
LA_CHARGE	CDG_31926635	-0.1039	0.1136	-0.9143	0.3606	0.0671	0.0027	1.0547	0.0099	0.0057	0.0061
LA_CHARGE	DE_ukb-b-20045	0.1144	0.2028	0.5642	0.5726	0.0067	0.0013	1.0052	0.0082	-0.0093	0.0049
LA_CHARGE	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LA_CHARGE	DHA_CHARGE	-2.0301	1.0997	-1.846	0.0649	0.107	0.0506	0.9962	0.0064	-0.1704	0.0044
LA_CHARGE	DHA_pct_UKB	-0.1428	0.2197	-0.65	0.5157	0.0948	0.0067	1.0123	0.0081	0.0008	0.0049
LA_CHARGE	DHA_UKB	-0.5487	0.5326	-1.0302	0.3029	0.0793	0.006	1.0277	0.0086	0.0055	0.0051
LA_CHARGE	DPA_CHARGE	-1.9266	1.0174	-1.8936	0.0583	0.0713	0.048	1.0061	0.0065	-0.3178	0.0045
LA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2563	0.0467	1.0645	0.0065	-0.26	0.0041
LA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.102	0.0508	1.0206	0.0063	-0.2545	0.0045
LA_CHARGE	INS_ukb-b-3957	-0.118	0.1526	-0.7734	0.4393	0.0517	0.0018	1.0459	0.0085	-0.0034	0.0053
LA_CHARGE	LA_CHARGE	0.9999	7.16E-05	13972.1931	0	0.0466	0.0455	1.006	0.006	1.006	0.006
LA_CHARGE	LA_pct_UKB	1.1376	0.9633	1.1809	0.2376	0.0973	0.0059	1.0232	0.0079	-0.0082	0.0048
LA_CHARGE	LA_UKB	0.0447	0.2285	0.1957	0.8448	0.0668	0.0066	1.0189	0.0083	0.0038	0.0045
LA_CHARGE	MDD_22472876	-0.2663	0.2369	-1.1239	0.261	0.1583	0.0299	1.0164	0.0086	0.0061	0.0062
LA_CHARGE	MDD_30718901	-0.1075	0.1342	-0.8009	0.4232	0.0504	0.0018	1.0189	0.0089	0.0038	0.005
LA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	-0.5503	0.4118	-1.3362	0.1815	0.0057	0.0013	0.996	0.0066	0.0093	0.0043
LA_CHARGE	OCD_28761083	-0.0731	0.2255	-0.3242	0.7458	0.3124	0.0471	0.9931	0.0067	0.0024	0.0048
LA_CHARGE	Omega_3_pct_UKB	-0.6802	0.5466	-1.2445	0.2133	0.0744	0.0055	1.0194	0.0076	0.0022	0.0052
LA_CHARGE	Omega_3_UKB	-0.9365	0.8846	-1.0587	0.2897	0.068	0.0058	1.0344	0.0086	0.0049	0.0051
LA_CHARGE	Omega_6_by_Omega_3_UKB	1.0327	0.8645	1.1945	0.2323	0.0657	0.0054	1.024	0.0078	-0.0047	0.0051
LA_CHARGE	Omega_6_pct_UKB	0.9894	0.7065	1.4003	0.1614	0.0937	0.0069	1.0341	0.0093	-0.0117	0.0049
LA_CHARGE	Omega_6_UKB	-0.1724	0.2844	-0.6062	0.5444	0.0662	0.0069	1.0246	0.0088	0.0042	0.0045
LA_CHARGE	PD_ieu-b-7	-0.2326	0.2408	-0.9661	0.334	0.0127	0.0012	0.9873	0.0059	0.0046	0.0044
LA_CHARGE	PTSD_31594949	0.0047	0.2662	0.0178	0.9858	0.0175	0.0029	1.0197	0.0065	0.0008	0.0048
LA_CHARGE	PUFA_pct_UKB	0.7305	0.6172	1.1837	0.2365	0.1103	0.007	1.0297	0.0089	-0.0109	0.0048
LA_CHARGE	PUFA_UKB	-0.4277	0.4186	-1.0219	0.3068	0.0676	0.007	1.0325	0.0091	0.0055	0.0047
LA_CHARGE	SCZ_21926974	0.0136	0.1522	0.0895	0.9287	0.2109	0.0135	1.035	0.0108	-0.0033	0.0063
LA_CHARGE	SCZ_23974872	-0.0518	0.1314	-0.3941	0.6935	0.2486	0.0119	1.0349	0.0092	0.0047	0.0056
LA_CHARGE	SCZ_25056061	-0.0638	0.1388	-0.4599	0.6456	861.4395	39.1624	1.1207	0.0131	-0.0021	0.0067
LA_CHARGE	TS_30818990	0.211	0.23	0.9172	0.359	0.3464	0.0416	1.0162	0.008	-0.003	0.0043
LA_UKB	AA_CHARGE	-0.0453	0.2664	-0.1699	0.8651	0.0299	0.0503	1.0107	0.0064	-0.0012	0.0047
LA_UKB	AD_30617256	0.0347	0.0733	0.4736	0.6358	0.0109	0.0013	0.9973	0.008	-0.0089	0.0052
LA_UKB	ADD_30336701_C	-0.001	0.0513	-0.02	0.984	0.0767	0.0049	1.0034	0.0066	0.0087	0.0052
LA_UKB	ADD_30336701_P	-0.0001	0.0532	-0.0024	0.9981	0.0552	0.0045	1.0058	0.0063	-0.0042	0.0049
LA_UKB	ADD_30336701_T	0.0007	0.0486	0.0137	0.9891	0.0832	0.005	1.0071	0.0066	0.006	0.0051
LA_UKB	ADHD_30478444	-0.1379	0.0502	-2.7485	0.006	0.2114	0.013	1.0409	0.0096	0.0119	0.007
LA_UKB	AdrA_CHARGE	-0.6247	0.3198	-1.9534	0.0508	0.0602	0.0539	1.0024	0.0069	0.0038	0.0047
LA_UKB	ALA_CHARGE	NA	NA	NA	NA	-0.0108	0.0526	1.0048	0.0063	0.0024	0.0049
LA_UKB	AN_28494655	0.0434	0.083	0.5224	0.6014	0.2168	0.0347	1.013	0.0075	0.0056	0.0057
LA_UKB	AN_31308545	0.0525	0.0526	0.9994	0.3176	0.1609	0.011	1.0323	0.0107	-0.0024	0.0068
LA_UKB	ANX_26754954	0.0435	0.1356	0.321	0.7482	0.0739	0.0306	1.0021	0.0076	-0.0017	0.0058
LA_UKB	ASD_28540026	0.1144	0.0695	1.6468	0.0996	0.2826	0.0311	0.968	0.0074	-0.0049	0.0049
LA_UKB	ASD_30804558	0.0418	0.0666	0.6272	0.5305	0.1835	0.0143	1.0126	0.0088	-0.0028	0.0068
LA_UKB	BIP_21926972	0.1096	0.0615	1.7823	0.0747	0.447	0.0387	1.0075	0.0098	-0.0096	0.0072
LA_UKB	BIP_31043756	-0.0107	0.0422	-0.2527	0.8005	0.3058	0.0146	1.0338	0.0094	-0.0019	0.0064
LA_UKB	BIP_34002096	-0.067	0.0367	-1.8245	0.0681	0.0565	0.0023	1.0578	0.0102	0.007	0.0061
LA_UKB	CDG_23453885	0.0174	0.0484	0.3593	0.7194	0.1616	0.0113	1.0304	0.0105	-0.012	0.0069
LA_UKB	CDG_29906448	-0.0174	0.0394	-0.4417	0.6587	0.2729	0.0096	1.0713	0.0101	-0.005	0.0071
LA_UKB	CDG_31926635	-0.0484	0.037	-1.3072	0.1911	0.0673	0.0026	1.0547	0.0096	0.0014	0.0056
LA_UKB	DE_ukb-b-20045	-0.1389	0.0871	-1.5957	0.1106	0.0067	0.0012	1.0059	0.0078	-0.0085	0.0057
LA_UKB	DGLA_CHARGE	NA	NA	NA	NA	-0.0021	0.0488	1.006	0.0057	0.0049	0.0047
LA_UKB	DHA_CHARGE	0.1094	0.1328	0.8234	0.4103	0.1083	0.0509	0.996	0.0064	0.0005	0.0045
LA_UKB	DHA_pct_UKB	-0.0868	0.061	-1.4227	0.1548	0.0934	0.0062	1.0132	0.0077	-0.2171	0.0062
LA_UKB	DHA_UKB	0.2954	0.0534	5.5333	3.14E-08	0.0773	0.0057	1.0285	0.0081	0.2732	0.0055
LA_UKB	DPA_CHARGE	0.0553	0.1589	0.3482	0.7277	0.0677	0.0484	1.0059	0.0065	-0.0011	0.0046
LA_UKB	EPA_CHARGE	NA	NA	NA	NA	-0.2494	0.0469	1.0625	0.0064	-0.0017	0.0046
LA_UKB	GLA_CHARGE	NA	NA	NA	NA	-0.1095	0.0513	1.0213	0.0063	-0.0037	0.0044
LA_UKB	INS_ukb-b-3957	0.0021	0.0361	0.0574	0.9542	0.0514	0.0016	1.0477	0.0079	0.0005	0.0055
LA_UKB	LA_CHARGE	0.0447	0.2285	0.1957	0.8448	0.0358	0.0469	1.0058	0.0061	0.0038	0.0045
LA_UKB	LA_pct_UKB	0.2627	0.056	4.6909	2.72E-06	0.0957	0.0056	1.0267	0.0073	0.3342	0.0058
LA_UKB	LA_UKB	1	1.02E-05	97817.2834	0	0.0677	0.0066	1.021	0.0087	1.021	0.0087
LA_UKB	MDD_22472876	-0.0232	0.0883	-0.2627	0.7928	0.1593	0.0294	1.0166	0.0084	-0.0079	0.0068
LA_UKB	MDD_30718901	-0.0332	0.04	-0.83	0.4066	0.0503	0.0017	1.0209	0.009	-0.0091	0.0058
LA_UKB	MooD_ukb-d-KRA_PSY_MOOD	0.0195	0.09	0.2161	0.8289	0.0058	0.0013	0.9946	0.0066	-0.0014	0.0045
LA_UKB	OCD_28761083	0.037	0.0773	0.4787	0.6321	0.3134	0.0486	0.9936	0.0071	-0.0004	0.0054
LA_UKB	Omega_3_pct_UKB	0.0306	0.0573	0.5346	0.5929	0.0729	0.0053	1.0213	0.0072	-0.0416	0.0051
LA_UKB	Omega_3_UKB	0.3789	0.049	7.7257	1.11E-14	0.0658	0.0055	1.0362	0.0082	0.3586	0.0058
LA_UKB	Omega_6_by_Omega_3_UKB	-0.0571	0.0574	-0.9936	0.3204	0.0652	0.0052	1.025	0.0076	0.0031	0.005
LA_UKB	Omega_6_pct_UKB	-0.0434	0.0639	-0.6789	0.4972	0.0925	0.0065	1.036	0.0087	-0.1493	0.0063
LA_UKB	Omega_6_UKB	0.9694	0.0051	188.5338	0	0.0654	0.0067	1.0264	0.009	0.9954	0.0088
LA_UKB	PD_ieu-b-7	0.0449	0.0566	0.7921	0.4283	0.0127	0.0012	0.9881	0.006	-0.006	0.0047
LA_UKB	PTSD_31594949	0.0241	0.0858	0.2813	0.7785	0.0165	0.0029	1.0224	0.0064	-0.0019	0.0051
