p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
DPA_CHARGE	DHA_UKB	0.3852	0.1943	1.983	0.0474	0.1106	0.0113	1.0629	0.0378	0.0001	0.0113
DPA_CHARGE	DPA_CHARGE	1	1.31E-06	764782.6596	0	0.1905	0.108	1.009	0.0069	1.009	0.0069
DPA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2558	0.0568	1.0744	0.0067	0.3438	0.0048
DPA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.3455	0.0954	1.0773	0.0135	0.1321	0.0047
DPA_CHARGE	INS_ukb-b-3957	-0.1476	0.0735	-2.0088	0.0446	0.0624	0.0023	1.0256	0.0096	0.0097	0.005
DPA_CHARGE	LA_CHARGE	-1.3013	3.7784	-0.3444	0.7305	0.1566	0.1589	1.0177	0.0072	-0.3211	0.0052
DPA_CHARGE	LA_pct_UKB	-0.1691	0.1325	-1.2764	0.2018	0.1226	0.0121	1.0375	0.0204	-0.0073	0.0093
DPA_CHARGE	LA_UKB	-0.1277	0.1773	-0.7206	0.4711	0.1221	0.023	1.0204	0.026	-0.0015	0.005
DPA_CHARGE	MDD_22472876	0.1184	0.1557	0.7605	0.447	0.1594	0.0307	1.0182	0.009	-0.005	0.006
DPA_CHARGE	MDD_30718901	-0.0739	0.0699	-1.0564	0.2908	0.0613	0.0025	0.9918	0.0103	0.0014	0.005
DPA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	0.1443	0.194	0.7438	0.457	0.0056	0.0012	0.9975	0.0065	-0.0046	0.0043
DPA_CHARGE	OCD_28761083	-0.0972	0.1348	-0.7208	0.471	0.3182	0.049	0.9945	0.0069	0.0086	0.0047
DPA_CHARGE	Omega_3_pct_UKB	0.3306	0.1674	1.9744	0.0483	0.0957	0.0135	1.063	0.0479	0.0061	0.0123
DPA_CHARGE	Omega_3_UKB	0.2788	0.1575	1.7707	0.0766	0.116	0.0186	1.0654	0.045	0.006	0.0125
DPA_CHARGE	Omega_6_by_Omega_3_UKB	-0.3078	0.1711	-1.7987	0.0721	0.0918	0.0138	1.0657	0.0468	-0.0075	0.013
DPA_CHARGE	Omega_6_pct_UKB	-0.0562	0.0985	-0.5707	0.5682	0.1441	0.0186	1.0257	0.0184	-0.0017	0.0059
DPA_CHARGE	Omega_6_UKB	0.0883	0.0854	1.034	0.3011	0.1224	0.024	1.0281	0.0286	-0.0025	0.0051
DPA_CHARGE	PD_ieu-b-7	0.0877	0.1156	0.7584	0.4482	0.016	0.0016	0.9806	0.0068	-0.0022	0.0043
DPA_CHARGE	PTSD_31594949	0.0203	0.1525	0.1333	0.894	0.0176	0.003	1.0214	0.0066	-0.0079	0.0043
DPA_CHARGE	PUFA_pct_UKB	0.2387	0.1802	1.3249	0.1852	0.1625	0.0184	1.0175	0.0141	-0.003	0.0057
DPA_CHARGE	PUFA_UKB	0.2522	0.1209	2.0857	0.037	0.1394	0.0267	1.0335	0.0303	-0.0033	0.0053
DPA_CHARGE	SCZ_21926974	0.0183	0.0982	0.1862	0.8523	0.2268	0.0149	1.0321	0.0111	-0.0007	0.0066
DPA_CHARGE	SCZ_23974872	0.1005	0.0978	1.028	0.304	0.2806	0.0152	1.0239	0.0098	-0.0079	0.0056
DPA_CHARGE	SCZ_25056061	0.0724	0.112	0.6464	0.518	1157.559	58.4293	1.0728	0.017	-0.0078	0.0067
DPA_CHARGE	TS_30818990	-0.0897	0.1189	-0.7545	0.4505	0.3561	0.0431	1.0163	0.0081	-0.0008	0.005
EPA_CHARGE	AA_CHARGE	NA	NA	NA	NA	0.0805	0.0668	1.0355	0.025	0.1355	0.0078
EPA_CHARGE	AD_30617256	NA	NA	NA	NA	0.0091	0.004	1.0382	0.045	-0.0093	0.0048
EPA_CHARGE	ADD_30336701_C	NA	NA	NA	NA	0.0835	0.0054	0.9989	0.0069	-0.0019	0.0046
EPA_CHARGE	ADD_30336701_P	NA	NA	NA	NA	0.0596	0.0048	1.0041	0.0067	9.08E-05	0.0045
EPA_CHARGE	ADD_30336701_T	NA	NA	NA	NA	0.0915	0.0057	1.0025	0.0068	-0.001	0.0047
EPA_CHARGE	ADHD_30478444	NA	NA	NA	NA	0.2377	0.0156	1.035	0.0101	-0.0136	0.0055
EPA_CHARGE	AdrA_CHARGE	NA	NA	NA	NA	0.1504	0.1025	1.0047	0.007	-0.1513	0.0045
EPA_CHARGE	ALA_CHARGE	NA	NA	NA	NA	0.0272	0.0641	1.0085	0.007	0.1627	0.0045
EPA_CHARGE	AN_28494655	NA	NA	NA	NA	0.2267	0.0379	1.013	0.0085	-0.0132	0.0049
EPA_CHARGE	AN_31308545	NA	NA	NA	NA	0.1793	0.013	1.0252	0.0118	-0.0433	0.0067
EPA_CHARGE	ANX_26754954	NA	NA	NA	NA	0.0737	0.0295	1.0033	0.0072	-0.0015	0.0054
EPA_CHARGE	ASD_28540026	NA	NA	NA	NA	0.2946	0.0329	0.9663	0.0075	0.0028	0.0047
EPA_CHARGE	ASD_30804558	NA	NA	NA	NA	0.1952	0.0178	1.0088	0.0102	-0.0206	0.0057
EPA_CHARGE	BIP_21926972	NA	NA	NA	NA	0.4712	0.0405	1.0063	0.0102	-0.017	0.0068
EPA_CHARGE	BIP_31043756	NA	NA	NA	NA	0.3423	0.018	1.0251	0.0108	-0.0204	0.0051
EPA_CHARGE	BIP_34002096	NA	NA	NA	NA	0.0688	0.0027	1.0331	0.0109	-0.0141	0.0053
EPA_CHARGE	CDG_23453885	NA	NA	NA	NA	0.1735	0.012	1.0263	0.0108	-0.0018	0.0061
EPA_CHARGE	CDG_29906448	NA	NA	NA	NA	0.3463	0.0135	1.0289	0.0121	-0.0102	0.006
EPA_CHARGE	CDG_31926635	NA	NA	NA	NA	0.0768	0.0034	1.0421	0.0109	-0.0141	0.0052
EPA_CHARGE	DE_ukb-b-20045	NA	NA	NA	NA	0.007	0.0013	1.0045	0.0082	-0.0051	0.0049
EPA_CHARGE	DGLA_CHARGE	NA	NA	NA	NA	0.0678	0.1176	1.0192	0.0061	-0.0326	0.0045
EPA_CHARGE	DHA_CHARGE	NA	NA	NA	NA	0.1159	0.053	0.9987	0.0065	0.4816	0.005
EPA_CHARGE	DHA_pct_UKB	NA	NA	NA	NA	0.1232	0.0107	1.0293	0.0268	0.0125	0.008
EPA_CHARGE	DHA_UKB	NA	NA	NA	NA	0.1104	0.0113	1.063	0.0382	0.0121	0.0085
EPA_CHARGE	DPA_CHARGE	NA	NA	NA	NA	0.1905	0.108	1.009	0.0069	0.3438	0.0048
EPA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2559	0.0566	1.0744	0.0067	1.0736	0.0066
EPA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.3496	0.0954	1.0781	0.0134	0.1271	0.0051
EPA_CHARGE	INS_ukb-b-3957	NA	NA	NA	NA	0.0624	0.0023	1.0253	0.0095	0.0033	0.0048
EPA_CHARGE	LA_CHARGE	NA	NA	NA	NA	0.1574	0.1589	1.0176	0.0072	-0.264	0.0046
EPA_CHARGE	LA_pct_UKB	NA	NA	NA	NA	0.1224	0.012	1.0379	0.0207	-0.0074	0.0074
EPA_CHARGE	LA_UKB	NA	NA	NA	NA	0.122	0.023	1.0207	0.026	-0.0004	0.0049
EPA_CHARGE	MDD_22472876	NA	NA	NA	NA	0.1595	0.0307	1.0182	0.009	-0.0139	0.0059
EPA_CHARGE	MDD_30718901	NA	NA	NA	NA	0.0612	0.0024	0.9921	0.0102	-0.0075	0.0056
EPA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	NA	NA	NA	NA	0.0057	0.0012	0.9972	0.0065	-0.0069	0.0042
EPA_CHARGE	OCD_28761083	NA	NA	NA	NA	0.3193	0.0489	0.9942	0.0068	0.0013	0.0045
EPA_CHARGE	Omega_3_pct_UKB	NA	NA	NA	NA	0.0957	0.0132	1.0629	0.0484	0.0149	0.0093
EPA_CHARGE	Omega_3_UKB	NA	NA	NA	NA	0.116	0.0185	1.0655	0.0452	0.0133	0.0092
EPA_CHARGE	Omega_6_by_Omega_3_UKB	NA	NA	NA	NA	0.0918	0.0136	1.0657	0.0472	-0.0156	0.0096
EPA_CHARGE	Omega_6_pct_UKB	NA	NA	NA	NA	0.1437	0.0184	1.0267	0.0183	-0.0024	0.0051
EPA_CHARGE	Omega_6_UKB	NA	NA	NA	NA	0.1222	0.024	1.0284	0.0286	0.0003	0.0049
EPA_CHARGE	PD_ieu-b-7	NA	NA	NA	NA	0.016	0.0016	0.9802	0.0068	-0.0012	0.0043
EPA_CHARGE	PTSD_31594949	NA	NA	NA	NA	0.0176	0.003	1.0212	0.0066	-0.0364	0.0045
EPA_CHARGE	PUFA_pct_UKB	NA	NA	NA	NA	0.162	0.0181	1.0184	0.014	0.0028	0.0051
EPA_CHARGE	PUFA_UKB	NA	NA	NA	NA	0.1392	0.0267	1.0339	0.0303	0.0029	0.005
EPA_CHARGE	SCZ_21926974	NA	NA	NA	NA	0.2268	0.0149	1.032	0.0111	-0.0139	0.0066
EPA_CHARGE	SCZ_23974872	NA	NA	NA	NA	0.2809	0.0152	1.0236	0.0098	-0.0135	0.0056
EPA_CHARGE	SCZ_25056061	NA	NA	NA	NA	1157.639	58.426	1.0728	0.017	-0.0122	0.0071
EPA_CHARGE	TS_30818990	NA	NA	NA	NA	0.3561	0.0429	1.0163	0.008	-0.0096	0.0043
GLA_CHARGE	AA_CHARGE	NA	NA	NA	NA	0.0826	0.0666	1.035	0.025	0.101	0.0094
GLA_CHARGE	AD_30617256	NA	NA	NA	NA	0.0091	0.004	1.0385	0.0449	-0.0075	0.0046
GLA_CHARGE	ADD_30336701_C	NA	NA	NA	NA	0.0835	0.0053	0.999	0.0068	-0.009	0.0046
GLA_CHARGE	ADD_30336701_P	NA	NA	NA	NA	0.0596	0.0047	1.0041	0.0066	-0.0156	0.0047
GLA_CHARGE	ADD_30336701_T	NA	NA	NA	NA	0.0917	0.0056	1.0024	0.0068	-0.0109	0.0045
GLA_CHARGE	ADHD_30478444	NA	NA	NA	NA	0.2374	0.0155	1.0352	0.0102	-0.0068	0.0057
GLA_CHARGE	AdrA_CHARGE	NA	NA	NA	NA	0.1505	0.1025	1.0047	0.007	0.2026	0.0048
GLA_CHARGE	ALA_CHARGE	NA	NA	NA	NA	0.0286	0.0629	1.008	0.007	0.0955	0.0049
GLA_CHARGE	AN_28494655	NA	NA	NA	NA	0.2275	0.0378	1.0129	0.0083	-0.0085	0.0052
GLA_CHARGE	AN_31308545	NA	NA	NA	NA	0.1789	0.0129	1.0257	0.0119	-0.0255	0.0059
GLA_CHARGE	ANX_26754954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLA_CHARGE	ASD_28540026	NA	NA	NA	NA	0.2951	0.0328	0.9662	0.0075	-0.003	0.0047
GLA_CHARGE	ASD_30804558	NA	NA	NA	NA	0.1953	0.0178	1.0089	0.0104	-0.0076	0.0057
GLA_CHARGE	BIP_21926972	NA	NA	NA	NA	0.4712	0.0404	1.0063	0.0101	-0.0102	0.0066
GLA_CHARGE	BIP_31043756	NA	NA	NA	NA	0.3425	0.0179	1.025	0.0107	-0.0109	0.0057
GLA_CHARGE	BIP_34002096	NA	NA	NA	NA	0.0688	0.0027	1.033	0.0111	-0.0143	0.0057
GLA_CHARGE	CDG_23453885	NA	NA	NA	NA	0.173	0.0119	1.027	0.0107	-0.0104	0.0072
GLA_CHARGE	CDG_29906448	NA	NA	NA	NA	0.3465	0.0137	1.0287	0.0123	-0.0097	0.0061
GLA_CHARGE	CDG_31926635	NA	NA	NA	NA	0.0769	0.0034	1.0416	0.0109	-0.0034	0.0057
GLA_CHARGE	DE_ukb-b-20045	NA	NA	NA	NA	0.007	0.0013	1.0048	0.0083	0.0038	0.0051
GLA_CHARGE	DGLA_CHARGE	NA	NA	NA	NA	0.0633	0.1179	1.0201	0.0062	0.2408	0.0058
GLA_CHARGE	DHA_CHARGE	NA	NA	NA	NA	0.1216	0.0526	0.9977	0.0065	-0.1409	0.0045
GLA_CHARGE	DHA_pct_UKB	NA	NA	NA	NA	0.1233	0.0109	1.0294	0.0274	-0.0003	0.0097
GLA_CHARGE	DHA_UKB	NA	NA	NA	NA	0.1105	0.0111	1.0633	0.039	0.0008	0.0107
GLA_CHARGE	DPA_CHARGE	NA	NA	NA	NA	0.1915	0.1083	1.0087	0.007	0.1321	0.0047
GLA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2567	0.0582	1.0745	0.0067	0.1271	0.0051
GLA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.3888	0.1023	1.0855	0.015	1.0819	0.0145
GLA_CHARGE	INS_ukb-b-3957	NA	NA	NA	NA	0.0624	0.0024	1.0253	0.0098	0.0046	0.0057
GLA_CHARGE	LA_CHARGE	NA	NA	NA	NA	0.1567	0.1586	1.0178	0.0072	-0.2627	0.0048
GLA_CHARGE	LA_pct_UKB	NA	NA	NA	NA	0.1226	0.0121	1.0377	0.0213	-0.0087	0.0084
GLA_CHARGE	LA_UKB	NA	NA	NA	NA	0.1223	0.0221	1.0202	0.026	-0.0036	0.005
GLA_CHARGE	MDD_22472876	NA	NA	NA	NA	0.1599	0.0302	1.0181	0.0087	-0.0105	0.0059
GLA_CHARGE	MDD_30718901	NA	NA	NA	NA	0.0612	0.0024	0.9919	0.01	-0.0069	0.0053
GLA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	NA	NA	NA	NA	0.0056	0.0013	0.9977	0.0067	-0.0031	0.0046
GLA_CHARGE	OCD_28761083	NA	NA	NA	NA	0.3185	0.0488	0.9944	0.0068	-0.0074	0.0049
GLA_CHARGE	Omega_3_pct_UKB	NA	NA	NA	NA	0.0955	0.0113	1.0636	0.05	0.0017	0.0115
GLA_CHARGE	Omega_3_UKB	NA	NA	NA	NA	0.116	0.0173	1.0657	0.0464	0.0038	0.0115
GLA_CHARGE	Omega_6_by_Omega_3_UKB	NA	NA	NA	NA	0.0917	0.0121	1.0662	0.0487	-0.0036	0.012
GLA_CHARGE	Omega_6_pct_UKB	NA	NA	NA	NA	0.1444	0.0181	1.0253	0.0185	-0.0036	0.0051
GLA_CHARGE	Omega_6_UKB	NA	NA	NA	NA	0.1226	0.0232	1.0278	0.0287	-0.0027	0.0051
GLA_CHARGE	PD_ieu-b-7	NA	NA	NA	NA	0.0159	0.0016	0.9811	0.0068	-0.0097	0.0048
GLA_CHARGE	PTSD_31594949	NA	NA	NA	NA	0.0176	0.003	1.0213	0.0067	-0.0308	0.0046
GLA_CHARGE	PUFA_pct_UKB	NA	NA	NA	NA	0.1628	0.0184	1.017	0.0142	-0.0046	0.005
GLA_CHARGE	PUFA_UKB	NA	NA	NA	NA	0.1396	0.0258	1.0334	0.0303	-0.0027	0.0055
GLA_CHARGE	SCZ_21926974	NA	NA	NA	NA	0.2269	0.0149	1.032	0.011	-0.022	0.0069
GLA_CHARGE	SCZ_23974872	NA	NA	NA	NA	0.2808	0.0147	1.0237	0.0097	-0.0167	0.0059
GLA_CHARGE	SCZ_25056061	NA	NA	NA	NA	1157.5057	58.3453	1.0729	0.017	-0.0215	0.0072
GLA_CHARGE	TS_30818990	NA	NA	NA	NA	0.3571	0.0431	1.0161	0.0081	-0.0067	0.0047
INS_ukb-b-3957	AA_CHARGE	-0.0481	0.0946	-0.5085	0.6111	0.0814	0.0664	1.0354	0.0252	0.0041	0.0049
INS_ukb-b-3957	AD_30617256	0.2093	0.0711	2.9434	0.0032	0.0086	0.0049	1.0514	0.0571	0.0089	0.0058
INS_ukb-b-3957	ADD_30336701_C	-0.0215	0.0293	-0.734	0.463	0.0831	0.0055	1.0001	0.0069	0.0042	0.0054
INS_ukb-b-3957	ADD_30336701_P	0.1505	0.0318	4.729	2.26E-06	0.0597	0.0048	1.0039	0.0063	0.0357	0.0052
INS_ukb-b-3957	ADD_30336701_T	0.0144	0.0274	0.5255	0.5992	0.0915	0.0058	1.0028	0.0069	0.0142	0.0052
INS_ukb-b-3957	ADHD_30478444	0.3094	0.0326	9.5045	2.01E-21	0.2371	0.0153	1.0359	0.0102	0.0011	0.0068
INS_ukb-b-3957	AdrA_CHARGE	-0.0207	0.0732	-0.2834	0.7769	0.1552	0.1026	1.0039	0.007	-0.001	0.0053
INS_ukb-b-3957	ALA_CHARGE	-0.0125	0.1818	-0.0686	0.9453	0.0434	0.0647	1.005	0.007	-0.0056	0.0054
INS_ukb-b-3957	AN_28494655	-0.0014	0.0454	-0.0301	0.976	0.2272	0.0359	1.0134	0.0075	0.0006	0.0055
INS_ukb-b-3957	AN_31308545	0.0819	0.0345	2.3726	0.0177	0.1812	0.013	1.0233	0.012	-0.0038	0.0091
INS_ukb-b-3957	ANX_26754954	0.4328	0.1149	3.7679	0.0002	0.0761	0.0309	1.0029	0.0076	0.0036	0.007
INS_ukb-b-3957	ASD_28540026	-0.0227	0.0454	-0.5009	0.6165	0.2896	0.0325	0.9679	0.0076	-0.0109	0.0056
INS_ukb-b-3957	ASD_30804558	0.0672	0.041	1.6399	0.101	0.1954	0.0166	1.0098	0.0096	-0.0087	0.0077
INS_ukb-b-3957	BIP_21926972	-0.009	0.0431	-0.2084	0.835	0.4706	0.0406	1.0066	0.0102	-0.0009	0.0086
INS_ukb-b-3957	BIP_31043756	0.0188	0.0316	0.5954	0.5516	0.3483	0.017	1.023	0.0098	-0.0035	0.0076
INS_ukb-b-3957	BIP_34002096	0.0829	0.0255	3.2546	0.0011	0.07	0.003	1.0312	0.0113	-0.0068	0.0074
INS_ukb-b-3957	CDG_23453885	0.0878	0.0381	2.3062	0.0211	0.1753	0.0132	1.0255	0.0115	0.0012	0.0082
INS_ukb-b-3957	CDG_29906448	0.0136	0.0252	0.5408	0.5886	0.3498	0.0146	1.0282	0.0128	-0.0022	0.0082
INS_ukb-b-3957	CDG_31926635	0.3409	0.0284	12.0036	3.40E-33	0.077	0.0033	1.0419	0.0105	0.0325	0.0088
INS_ukb-b-3957	DE_ukb-b-20045	0.5504	0.0593	9.2831	1.65E-20	0.0069	0.0012	1.006	0.0077	0.042	0.0065
INS_ukb-b-3957	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INS_ukb-b-3957	DHA_CHARGE	0.0045	0.0824	0.0545	0.9565	0.1203	0.0539	0.9977	0.0066	-0.0011	0.0049
INS_ukb-b-3957	DHA_pct_UKB	-0.1564	0.0284	-5.515	3.49E-08	0.1236	0.0111	1.0336	0.0301	-0.0199	0.006
INS_ukb-b-3957	DHA_UKB	-0.0764	0.0296	-2.5801	0.0099	0.1122	0.0115	1.0672	0.041	-0.0031	0.0057
INS_ukb-b-3957	DPA_CHARGE	-0.1476	0.0735	-2.0088	0.0446	0.1934	0.1086	1.0084	0.007	0.0097	0.005
INS_ukb-b-3957	EPA_CHARGE	NA	NA	NA	NA	-0.2453	0.057	1.0717	0.0067	0.0033	0.0048
INS_ukb-b-3957	GLA_CHARGE	NA	NA	NA	NA	-0.3621	0.0985	1.0805	0.0142	0.0046	0.0057
INS_ukb-b-3957	INS_ukb-b-3957	1	3.52E-07	2.84E+06	0	0.0626	0.0024	1.0261	0.0091	1.0261	0.0091
INS_ukb-b-3957	LA_CHARGE	-0.0647	0.3762	-0.172	0.8634	0.1581	0.1592	1.0175	0.0073	-0.0035	0.0055
INS_ukb-b-3957	LA_pct_UKB	-0.1867	0.031	-6.0157	1.79E-09	0.1215	0.0135	1.0474	0.0252	-0.0534	0.0057
INS_ukb-b-3957	LA_UKB	0.0232	0.0297	0.7826	0.4339	0.1218	0.024	1.028	0.0297	-0.0042	0.0062
INS_ukb-b-3957	MDD_22472876	0.3339	0.0709	4.7078	2.50E-06	0.1613	0.03	1.0182	0.0086	0.0018	0.0077
INS_ukb-b-3957	MDD_30718901	0.4565	0.022	20.751	1.20E-95	0.0609	0.0024	0.9949	0.01	0.0955	0.0074
INS_ukb-b-3957	MooD_ukb-d-KRA_PSY_MOOD	0.1651	0.0659	2.5058	0.0122	0.0059	0.0013	0.9958	0.0065	0.0095	0.0054
INS_ukb-b-3957	OCD_28761083	-0.0827	0.0547	-1.5104	0.1309	0.3149	0.0495	0.9954	0.007	0.0053	0.006
INS_ukb-b-3957	Omega_3_pct_UKB	-0.0722	0.0333	-2.1643	0.0304	0.0958	0.0121	1.0712	0.056	0.0024	0.0055
INS_ukb-b-3957	Omega_3_UKB	0.012	0.0304	0.3957	0.6923	0.1186	0.0185	1.0703	0.0498	0.0166	0.0058
INS_ukb-b-3957	Omega_6_by_Omega_3_UKB	0.0103	0.0336	0.3054	0.7601	0.0925	0.013	1.0732	0.0539	-0.0163	0.0055
INS_ukb-b-3957	Omega_6_pct_UKB	-0.1674	0.0294	-5.6941	1.24E-08	0.1458	0.0195	1.03	0.0205	-0.0539	0.0062
INS_ukb-b-3957	Omega_6_UKB	0.0567	0.0292	1.945	0.0518	0.1227	0.0251	1.035	0.0325	0.0041	0.0061
INS_ukb-b-3957	PD_ieu-b-7	-0.011	0.0314	-0.3511	0.7255	0.0163	0.0016	0.9803	0.0071	-0.0016	0.0047
INS_ukb-b-3957	PTSD_31594949	0.459	0.0594	7.7237	1.13E-14	0.0169	0.0029	1.0235	0.0066	0.0254	0.0061
INS_ukb-b-3957	PUFA_pct_UKB	-0.1834	0.0265	-6.9124	4.77E-12	0.1644	0.0197	1.0213	0.0156	-0.0493	0.0063
INS_ukb-b-3957	PUFA_UKB	0.0463	0.0274	1.6914	0.0908	0.1414	0.0277	1.0386	0.0325	0.0083	0.0062
INS_ukb-b-3957	SCZ_21926974	-0.0137	0.0384	-0.3578	0.7205	0.2318	0.0139	1.0288	0.0109	0.0045	0.0092
INS_ukb-b-3957	SCZ_23974872	-0.0038	0.0304	-0.1236	0.9016	0.2855	0.0151	1.0217	0.0095	-0.0011	0.0076
INS_ukb-b-3957	SCZ_25056061	0.0033	0.0308	0.1087	0.9134	1157.1516	58.6041	1.073	0.0169	0.002	0.01
INS_ukb-b-3957	TS_30818990	0.1512	0.0449	3.3697	0.0008	0.3601	0.0427	1.0162	0.0078	-0.0009	0.0067
LA_CHARGE	AA_CHARGE	-4.3046	6.1306	-0.7021	0.4826	0.0825	0.067	1.0351	0.0249	-0.4964	0.0156
LA_CHARGE	AD_30617256	0.0106	0.1458	0.0724	0.9423	0.0091	0.004	1.0384	0.0448	0.0025	0.005
LA_CHARGE	ADD_30336701_C	0.1073	0.3849	0.2787	0.7805	0.0836	0.0053	0.9987	0.0068	-8.39E-05	0.0048
LA_CHARGE	ADD_30336701_P	-0.0548	0.2241	-0.2444	0.8069	0.0595	0.0048	1.0042	0.0066	0.0061	0.0049
LA_CHARGE	ADD_30336701_T	0.1021	0.3502	0.2916	0.7706	0.0918	0.0056	1.0021	0.0068	0.0006	0.0049
LA_CHARGE	ADHD_30478444	-0.0002	0.0884	-0.0021	0.9983	0.2375	0.0155	1.0351	0.0102	-0.0065	0.006
LA_CHARGE	AdrA_CHARGE	-1.0268	0.26	-3.9496	7.83E-05	0.1504	0.1026	1.0047	0.007	-0.3796	0.006
LA_CHARGE	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LA_CHARGE	AN_28494655	0.1411	0.1372	1.0284	0.3038	0.226	0.0378	1.0134	0.0083	-0.0053	0.0049
LA_CHARGE	AN_31308545	-0.0976	0.1177	-0.8293	0.407	0.179	0.0129	1.0255	0.0119	0.0003	0.0069
LA_CHARGE	ANX_26754954	-0.5644	0.4625	-1.2204	0.2223	0.0739	0.03	1.0031	0.0071	0.0098	0.0055
LA_CHARGE	ASD_28540026	-0.0514	0.1171	-0.4385	0.661	0.2949	0.0328	0.9662	0.0075	0.0029	0.0046
LA_CHARGE	ASD_30804558	-0.1232	0.1213	-1.0156	0.3098	0.1953	0.0178	1.0089	0.0104	-0.0024	0.0055
LA_CHARGE	BIP_21926972	0.0435	0.1243	0.3499	0.7264	0.4712	0.0404	1.0063	0.0101	0.008	0.0066
LA_CHARGE	BIP_31043756	0.0759	0.0715	1.0623	0.2881	0.3423	0.0179	1.0252	0.0107	-0.0041	0.0057
LA_CHARGE	BIP_34002096	0.0826	0.0734	1.1248	0.2607	0.0688	0.0027	1.033	0.011	-0.0006	0.0064
LA_CHARGE	CDG_23453885	-0.0437	0.1171	-0.3735	0.7088	0.1733	0.0119	1.0267	0.0107	0.0047	0.007
LA_CHARGE	CDG_29906448	0.0362	0.0649	0.5582	0.5767	0.3464	0.0137	1.0288	0.0123	-0.0031	0.0065
LA_CHARGE	CDG_31926635	-0.0179	0.0908	-0.1974	0.8435	0.0769	0.0035	1.0416	0.0109	0.0053	0.0061
LA_CHARGE	DE_ukb-b-20045	0.1018	0.1279	0.7954	0.4264	0.007	0.0013	1.0048	0.0083	-0.0093	0.0049
LA_CHARGE	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LA_CHARGE	DHA_CHARGE	-1.2529	4.639	-0.2701	0.7871	0.1205	0.0527	0.9979	0.0065	-0.1703	0.0044
LA_CHARGE	DHA_pct_UKB	-0.5043	0.5277	-0.9556	0.3393	0.1233	0.0109	1.0293	0.0274	-0.0106	0.0152
LA_CHARGE	DHA_UKB	-0.9389	1.1622	-0.8079	0.4192	0.1105	0.0111	1.0631	0.039	-0.0055	0.0165
LA_CHARGE	DPA_CHARGE	-1.3013	3.7784	-0.3444	0.7305	0.1906	0.1084	1.0089	0.007	-0.3211	0.0052
LA_CHARGE	EPA_CHARGE	NA	NA	NA	NA	-0.2554	0.0584	1.0743	0.0067	-0.264	0.0046
LA_CHARGE	GLA_CHARGE	NA	NA	NA	NA	-0.3715	0.0971	1.0822	0.0138	-0.2627	0.0048
LA_CHARGE	INS_ukb-b-3957	-0.0647	0.3762	-0.172	0.8634	0.0624	0.0024	1.0252	0.0098	-0.0035	0.0055
LA_CHARGE	LA_CHARGE	1	1.77E-05	56522.7031	0	0.1578	0.1588	1.0176	0.0072	1.0176	0.0072
LA_CHARGE	LA_pct_UKB	1.3254	1.2233	1.0835	0.2786	0.1227	0.0121	1.0375	0.0213	0.0013	0.0126
LA_CHARGE	LA_UKB	0.274	0.141	1.9435	0.052	0.1224	0.0221	1.0199	0.026	0.0049	0.0056
LA_CHARGE	MDD_22472876	-0.1702	0.1959	-0.8686	0.3851	0.1602	0.0302	1.0179	0.0087	0.0062	0.0063
LA_CHARGE	MDD_30718901	-0.0183	0.0975	-0.1879	0.8509	0.0612	0.0024	0.9919	0.01	0.0031	0.0051
LA_CHARGE	MooD_ukb-d-KRA_PSY_MOOD	-0.2378	0.5087	-0.4674	0.6402	0.0056	0.0013	0.9973	0.0066	0.0085	0.0044
LA_CHARGE	OCD_28761083	-0.0083	0.1262	-0.0654	0.9478	0.3179	0.0487	0.9945	0.0068	0.0018	0.0048
LA_CHARGE	Omega_3_pct_UKB	-1.1453	2.144	-0.5342	0.5932	0.0955	0.0113	1.0636	0.05	-0.0131	0.0181
LA_CHARGE	Omega_3_UKB	-1.3695	4.0542	-0.3378	0.7355	0.116	0.0173	1.0657	0.0464	-0.0081	0.0176
LA_CHARGE	Omega_6_by_Omega_3_UKB	1.6723	7.6536	0.2185	0.827	0.0916	0.0121	1.0662	0.0487	0.0113	0.0188
LA_CHARGE	Omega_6_pct_UKB	0.4747	1.6484	0.288	0.7734	0.1445	0.0181	1.0252	0.0185	-0.0125	0.0051
LA_CHARGE	Omega_6_UKB	-0.0762	0.2336	-0.3263	0.7442	0.1227	0.0232	1.0276	0.0286	0.0056	0.0056
LA_CHARGE	PD_ieu-b-7	-0.111	0.25	-0.444	0.6571	0.016	0.0016	0.9803	0.0068	0.0048	0.0045
